Instrument,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Contracts,PnL,Cumulative_PnL,PnL_%,Cumulative_PnL_%,Peak_to_Peak_DD_%,Duration_Hours,Entry_Signal,Exit_Signal,Trade_Type,Max_Favorable_Excursion,Max_Adverse_Excursion,Trade_Efficiency
MES,GAP,2017-03-14 08:29:00,2017-03-14 09:20:00,2800.5,2792.75,10.0,-387.5,7913.75,-0.03875,0.791375,-0.06075,0.85,LE,LX.Stop2.C,Long,387.5,-62.5,0.0
MES,GAP,2017-03-29 08:29:00,2017-03-29 09:32:00,2787.75,2792.75,18.0,450.0,8363.75,0.045,0.836375,-0.01575,1.05,LE,LX.Targ.Pcnt,Long,247.5,-450.0,1.0
MES,GAP,2017-03-31 08:29:00,2017-03-31 12:31:00,2797.25,2802.75,8.0,220.0,8583.75,0.022,0.858375,0.0,4.033333333333333,LE,LX.Targ.Pcnt,Long,100.0,-220.0,1.0
MES,GAP,2017-04-04 08:29:00,2017-04-04 14:56:00,2787.0,2793.0,8.0,240.0,8823.75,0.024,0.882375,0.0,6.45,LE,LX.Targ.Pcnt,Long,170.0,-240.0,1.0
MES,GAP,2017-04-11 08:29:00,2017-04-11 09:23:00,2785.0,2776.25,5.0,-218.75,8605.0,-0.021875,0.8605,-0.021875,0.9,LE,LX.Stop1.C,Long,218.75,-75.0,0.0
MES,GAP,2017-04-12 08:29:00,2017-04-12 10:04:00,2783.0,2777.75,18.0,-472.5,8132.5,-0.04725,0.81325,-0.069125,1.5833333333333333,LE,LX.Stop1.C,Long,472.5,-247.5,0.0
MES,GAP,2017-04-13 08:29:00,2017-04-13 09:03:00,2772.25,2780.25,18.0,720.0,8852.5,0.072,0.88525,0.0,0.5666666666666667,LE,LX.Targ.Pcnt,Long,180.0,-720.0,1.0
MES,GAP,2017-04-27 08:29:00,2017-04-27 09:50:00,2822.5,2818.5,12.0,240.0,9092.5,0.024,0.90925,0.0,1.35,SE,SX.Targ.Pcnt,Short,75.0,-240.0,1.0
MES,GAP,2017-05-03 08:29:00,2017-05-03 14:59:00,2817.5,2819.75,5.0,56.25,9148.75,0.005625,0.914875,0.0,6.5,LE,LX.EOD,Long,143.75,-118.75,0.7619
MES,GAP,2017-05-04 08:29:00,2017-05-04 08:51:00,2823.25,2818.5,10.0,237.5,9386.25,0.02375,0.938625,0.0,0.36666666666666664,SE,SX.Targ.Pcnt,Short,37.5,-237.5,1.0
